customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
1.3858364445442994,-0.8379599553971345,0.7470957824800977,-0.7248477944679683,0.39855513725590963,0.285425428633903,-0.5367697294433119,-0.47659672145325105
1.0759359541581541,2.0294091774975223,-1.5483746884036527,-0.07396659120639354,-2.161875893604832,-1.6293247634539991,-1.0808315357634548,2.0982099854794938
-1.185165932713523,-0.8379599553971345,-0.5605094474708707,-1.0096958151535422,-0.20791914567447276,-0.35282463539539766,-0.586229893654234,-0.47659672145325105
-0.03862715269278109,-0.8379599553971345,0.4270449637321346,-0.9381835982699488,0.2150832939085235,0.285425428633903,-0.42136267961782703,-0.47659672145325105
-0.11943760677183983,-0.26448612881820316,-1.9797325491169395,-1.048780042499972,-2.321313658398612,0.9236754926632037,-0.10811497294865383,-0.47659672145325105
-0.13663850914984418,-0.8379599553971345,0.8563891189614629,-0.2308486433148321,0.7717493921440624,-1.6293247634539991,0.980008639691632,-0.47659672145325105
1.4462325162953278,-0.26448612881820316,-0.36980877115020555,-0.2464128195738374,-0.06717703104400782,0.9236754926632037,1.3921766747826494,-0.47659672145325105
-0.1559119774866632,1.455935350918591,-0.6033123900338508,0.6562189139244001,-0.9808941610232318,-0.9910746994246984,-1.5259730136617535,2.0982099854794938
-0.6882924400091865,-0.8379599553971345,-0.8593033460185476,-1.0262084346018197,-0.8241916378323356,-0.35282463539539766,0.6337874902151774,-0.47659672145325105
-0.40484746499509644,-0.8379599553971345,0.8700945415796336,-0.5160975188041461,1.1115250164143051,-1.6293247634539991,-3.1416717112185415,-0.47659672145325105
-1.3203003721585933,2.0294091774975223,0.045637110128351636,1.5300469045758842,0.3455263336563781,1.5619255566925043,0.04026551968411242,2.0982099854794938
0.894498804289485,-0.26448612881820316,0.9219452865826931,0.24728541757088543,1.4273362744185745,0.285425428633903,-0.025681365930450357,-0.47659672145325105
-0.6188200639467228,-0.26448612881820316,-0.5057487485494964,-0.25802659789172977,-1.0276601530223437,-0.9910746994246984,-1.822733998927286,-0.47659672145325105
